ean,nombre,marca,kcal_100g,proteina_100g,hidratos_100g,grasas_100g,rol_principal,grupo_mediterraneo,frecuencia_mediterranea,permitido_comidas,categorias,,,
8480000113733,Tila,Hacendado,0.0,0.0,0.0,0.0,,bebida,ocasional,"desayuno,almuerzo,merienda,cena",en:Alimentos y bebidas de origen vegetal  Bebidas  Bebidas para tomar calientes  Bebidas de origen vegetal  Plantas para infusiones  Tila,,,
8480000186126,Mejillones en Escabeche,Hacendado,253.0,1.4,2.0,21.0,grasa,otros,variable,"almuerzo,cena","Productos del mar, Conservas, Molusco, Mejillones, Mejillones enlatados, Mejillones en escabeche",,,
8480000260239,Ganxet,Hacendado,83.0,5.8,10.7,0.4,hidrato,legumbre,regular,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Alimentos de origen vegetal en conserva, Leguminosas en conserva, Alubias cocidas en conserva",,,
8480000621917,Filete de panga,Hacendado,71.3,15.1,0.46,1.21,proteina,pescado,regular,"almuerzo,cena","Productos del mar, Pescados, Congelados, Marisco congelado, Pescado congelado",,,
2353409009906,Salmón Ahumado,"Ubago,Hacendado",228.0,22.3,0.6,15.2,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Salmóns,Pescado ahumado,Salmones ahumados",,,
8480000201447,Yogur sin lactosa natural educorado,Hacendado,87.0,3.3,10.0,3.7,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures naturales, Yogur de leche de vaca, Yogures sin lactosa, Yogures endulzados",,,
8423487019969,Ciclomato y sacarina,Hacendado,8.0,2.0,0.0,0.0,proteina,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Endulzantes, Aditivos alimentarios, Sustitutos del azúcar, Edulcorantes artificiales, Sacarina",,,
8420102337880,Naranjas,Hacendado,42.0,0.8,8.6,0.0,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cítricos, Naranjas",,,
8480000114167,Infusión fría frutos del bosque,Hacendado,2.0,0.0,0.5,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Bebidas, Bebidas de té, Tés helados",,,
2353408002977,Salmon ahumado,"Ubago,Hacendado",244.0,21.7,0.7,17.3,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Salmóns,Pescado ahumado,Salmones ahumados",,,
8480000110220,Café en grano,Hacendado,326.0,17.0,12.0,11.0,proteina,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cafés",,,
8480000239419,Bebida de nuez y arroz,Hacendado,66.0,0.9,9.4,2.8,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales",,,
8480000392961,8 frutos,hacendado,42.0,0.4,10.0,0.0,hidrato,otros,variable,"almuerzo,cena",,,,
2353409009807,Salmón ahumado,"Ubago,Hacendado",228.0,22.3,0.6,15.2,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Salmóns,Pescado ahumado,Salmones ahumados",,,
8480000593610,Chicharron con pistachos,Hacendado,245.0,20.0,0.8,18.0,"proteina,grasa",frutos_secos,regular,"desayuno,media_manana,merienda,postre",,,,
8480000551429,Longaniza de Pascua,Hacendado,457.0,29.0,4.3,36.0,"proteina,grasa",otros,variable,"almuerzo,cena",,,,
8402001008771,Mermelada de guayaba,Hacendado,261.0,0.5,62.0,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de frutas tropicales, Mermeladas y confituras de guayaba",,,
8480000591524,Jamón serrano reserva,Hacendado,247.0,33.5,1.0,12.2,proteina,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Meats and their products, Meats, Carnes  Embutidos  Productos a base de carne  Jamón  Jamón de país  Jamones secos  Spanish meat products  Jamón Serrano, en:serrano-ham",,,
8480000860316,Turrón kikos,Hacendado,544.0,8.2,53.0,33.0,hidrato,otros,variable,"almuerzo,cena","Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones",,,
8480000679505,Vainilla,Hacendado,32.0,3.0,1.4,1.5,proteina,legumbre,regular,"almuerzo,cena","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks,fr:Boisson au soja saveur Vanille",,,
8480000795830,Amapola Papoila,Hacendado,538.0,22.0,2.5,44.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Semillas",,,
8480000827432,Magdalenas,Hacendado,425.0,6.4,48.2,22.7,hidrato,otros,variable,"almuerzo,cena","Lanches comida,Lanches doces,Biscoitos e Bolos,Bolos,Madalenas",,,
8480000104885,Leche semidesnatada,Hacendado,46.0,3.1,4.8,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Leches, Leche semidesnatada, Leche de vaca",,,
8480000102317,Tropical fruta + leche,Hacendado,22.0,0.4,4.9,0.0,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Bebidas, Lácteos, Bebidas de origen vegetal, Bebida lácteas, Bebidas a base de frutas, Bebidas de fruta y leche",,,
8994010000179,Piña en su jugo,Hacendado,56.0,0.5,13.0,0.5,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Conservas,Alimentos de origen vegetal en conserva,Frutas y sus productos,Frutas en conserva,Conservas de frutas en zumo,Piña en conserva en zumo",,,
8480000636072,Pizza mozzarella pesto,Hacendado,249.0,9.7,26.1,11.8,hidrato,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Meals, Pizzas pies and quiches, en:pizzas",,,
2303024003100,Piña natural a rodajas,Hacendado,58.0,0.5,14.0,0.0,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre",,,,
8480000279330,Bebida energetica,Hacendado,45.0,0.0,11.0,0.0,hidrato,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Bebidas, Bebidas energéticas",,,
8480000117779,Descafeinado Natural,Hacendado,6.0,15.0,15.0,13.0,"proteina,hidrato,grasa",otros,variable,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Coffees, en:decaffeinated-coffees",,,
8480000331717,Aceitunas con hueso grandes,Hacendado,138.0,1.3,0.0,14.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes",,,
8480000094315,Bolas de Maíz con miel,Hacendado,357.0,5.6,80.0,1.2,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena",Honey cereal balls,,,
2350438002403,Havarti,Hacendado,399.0,20.0,0.9,35.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos daneses, Quesos en lonchas, Havarti",,,
8480000502575,Queso semicurado mezcla,Hacendado,408.0,23.0,2.6,34.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",,,
21990878,Pan fibra & sesamo,Hacendado,391.0,13.0,60.1,7.6,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes",,,
8480000360472,Turrón crema de almendras 0%,Hacendado,480.0,12.0,36.0,36.0,"hidrato,grasa",frutos_secos,regular,"desayuno,media_manana,merienda,postre","Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de almendras, Nougat, Turrones blandos de almendras",,,
8480000640338,Cono de chocolate con leche,Hacendado,375.0,4.1,33.0,25.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Postres, Congelados, Postres helados, Helados y sorbetes, Helado",,,
8480000160195,Corazones de alcachofa,Hacendado,26.0,1.7,3.2,0.4,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Verduras de tallo, Alcachofas, Corazones de alcachofas",,,
8480000155443,Ventresca bonito del norte aceite oliva,Hacendado,295.0,22.0,0.0,23.0,"proteina,grasa",otros,variable,"almuerzo,cena",,,,
8480000105110,Leche desnatada sin lactosa,Hacendado,34.0,3.1,4.7,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre",,,,
8480000676467,Paella Caldo Carne a Leña,Hacendado,14.0,0.7,1.0,1.3,grasa,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Productos a base de carne, Comidas preparadas, Comidas con carne, Platos de arroz, Paella",,,
2324357004299,Atún aleta amarilla,Hacendado,82.0,19.9,1.0,0.11,proteina,pescado,regular,"almuerzo,cena","es:Rodajas-de-atun-de-aleta-amarilla-congeladas,es:producto de la pesca marinado",,,
8480000849823,Surtido Sushi Bento Grande,Hacendado,150.0,7.0,18.0,5.0,hidrato,otros,variable,"almuerzo,cena",en:sushi-medley,,,
8480000107763,Leche enriquecida con calcio 100% natural semidesnatada,Hacendado,51.0,3.9,5.2,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Milchprodukte, Milch, Teilentrahmte Milch, Kuhmilch",,,
8480000341327,Cebolla frita,Hacendado,589.0,6.0,40.0,40.0,"hidrato,grasa",verdura,frecuente,"almuerzo,cena","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Onions and their products, Fried onions, en:culinary-plants",,,
8480000633385,Pizza masa fina fajita,Hacendado,208.0,10.8,25.7,6.9,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Congelados, Comidas preparadas, Pizzas - empanadas y quiches, Pizzas, Pizza y tartas congeladas, Pizzas congeladas",,,
8480000807809,Tortilla fresca de papas con chorizo,Hacendado,207.0,6.2,11.1,15.0,grasa,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Comidas preparadas, Tortillas de patata",,,
2350916002055,Queso cabra tierno,Hacendado,382.0,23.0,2.7,31.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000202680,Yogur Sabor Limón hacendado,Hacendado,75.0,3.1,11.9,1.7,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures de sabores",,,
8480000209801,L.casei,Hacendado,79.0,2.7,11.3,2.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, Milk drinks fermented with L casei, en:yogurt-drinks",,,
8480000361479,Turrón de yema tostada,Hacendado,496.0,11.0,49.0,28.0,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena","Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de yema tostada",,,
2350943004176,Queso Semicurado,Hacendado,421.0,25.0,1.6,35.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
39109,Bahamas,Hacendado,33.0,0.1,8.0,0.0,hidrato,otros,variable,"almuerzo,cena",,,,
8437004621030,Ensalada primavera,Hacendado,25.0,1.3,3.6,0.0,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Verduras de hoja, Ensaladas vegetales, en:salads",,,
8480000642271,Helado de nata galletas,Hacendado,293.0,4.5,41.0,12.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Postres, Congelados, Postres helados, Helados y sorbetes, Helado",,,
5602711110624,Azúcar,hacendado,405.0,0.0,100.0,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Endulzantes, Azúcar, Azúcar blanco",,,
8480000593320,Chopped,Hacendado,198.0,12.6,7.2,13.2,"proteina,grasa",carne_roja,ocasional,"almuerzo,cena","Productos a base de carne, Carnes, Carne de cerdo",,,
7480062179839,Salsa  de tomate con albahaca y oregano,Hacendado,69.0,1.2,8.9,3.0,hidrato,verdura,frecuente,"almuerzo,cena",,,,
2303024002912,Piña natural a rodajas,Hacendado,51.0,0.5,13.5,0.1,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas tropicales, Piñas",,,
2303024002950,Piña natural a rodajas,Hacendado,46.0,0.5,10.2,0.1,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre",,,,
8410843108139,Burger gruesa de cerdo ibérico,Hacendado,212.0,14.0,3.0,16.0,"proteina,grasa",carne_roja,ocasional,"almuerzo,cena","Productos a base de carne,Carnes,Carne de cerdo y sus productos,Carne de cerdo",,,
8480000362063,Queso fundido rallado en polvo,Hacendado,297.0,21.0,15.0,17.0,"proteina,grasa",queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Dairies, Fermented foods, Fermented milk products, Cheeses, Melted cheese, en:grated-cheese",,,
8480000876959,Tarta de la abuela,hacendado,332.0,4.7,38.0,18.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",es:pasteles,,,
2350941004062,Queso Semicurado Sin Lactosa,Hacendado,410.0,25.0,1.0,34.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
2353445011239,Salmon ahumado,Hacendado,182.0,22.0,0.5,10.0,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Salmóns,Pescado ahumado,Salmones ahumados",,,
2350943003339,Queso semicurado,Hacendado,421.0,25.0,1.6,35.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000860866,Cherries licor,Hacendado,448.0,3.5,59.0,18.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas,Snacks dulces,Cacao y sus productos,Dulces,Dulces de chocolate,Bombones,en:Liqueur bonbons,Bombones de chocolate rellenos de cereza y licor",,,
2350966004795,Queso curado cuñitas,Hacendado,431.0,25.0,1.8,36.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000866011,Cannelloni de carne,Hacendado,138.0,9.4,11.0,5.8,"proteina,hidrato",otros,variable,"almuerzo,cena",,,,
2350966004665,Queso curado cuñitas,Hacendado,431.0,25.0,1.8,36.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
2353445011321,Salmón ahumado,Hacendado,182.0,22.0,0.5,10.0,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Salmóns,Pescado ahumado,Salmones ahumados",,,
8480000331694,Aceitunas Rodajas,Hacendado,137.0,0.8,0.0,14.0,grasa,bebida,ocasional,"desayuno,almuerzo,merienda,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas partidas, Aceitunas verdes, Aceitunas verdes partidas",,,
8480000612526,Habas baby,Hacendado,70.0,5.8,7.2,0.6,"proteina,hidrato",verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Frutas y verduras y sus productos, Congelados, Verduras y hortalizas y sus productos, Alimentos de origen vegetal congelados, Leguminosas congeladas, Verduras y hortalizas congeladas, en:Broad beans, Habas congeladas",,,
8480000243416,Tiras de potón congeladas,Hacendado,53.0,12.0,0.7,0.5,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,Congelados,Marisco congelado,Pescado congelado",,,
8480000652287,Chic*kles fresa,Hacendado,150.0,0.5,60.0,0.5,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Dulces, Chicles, Chicles sin azúcar",,,
8402001001277,Aceitunas rellenas limón,Hacendado,176.0,2.6,0.5,17.7,grasa,otros,variable,"almuerzo,cena",en:green-stuffed-olives,,,
8480000593153,Mortadela con aceitunas,Hacendado,244.0,10.5,5.6,20.0,grasa,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","Productos a base de carne, Carnes, Embutidos, fr:Charcuteries cuites, Mortadela",,,
8480000342287,Combinado de frutas desecadas y frutos secos,Hacendado,457.0,6.0,54.0,22.6,hidrato,frutos_secos,regular,"desayuno,media_manana,merienda,postre","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Mezclas de frutas deshidratadas",,,
8480000103857,Batido chocolate,Hacendado,61.0,2.1,11.0,0.7,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Bebidas, Lácteos, Bebida lácteas, Leches aromatizadas, Leches de chocolate",,,
2303024002790,Piña natural,Hacendado,46.0,0.5,10.2,0.1,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas tropicales, Piñas",,,
8480000290946,Bebida Refrescante Aromatizada,Hacendado,44.0,0.0,11.0,0.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Bebidas, Bebidas azucaradas",,,
8480000202666,Yogur sabor macedonia,Hacendado,83.0,3.5,13.3,1.8,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre",,,,
8480000652225,Chic*kles Hierbabuena,Hacendado,137.0,0.5,57.0,0.5,hidrato,otros,variable,"almuerzo,cena","Snacks, Snacks sucrés, Confiseries, Chewing-gum, Chewing-gum sans sucres",,,
8480000212580,Gelatina de yogur 0% sabor fresa,Hacendado,37.0,3.0,4.8,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures",,,
8480000184108,Anchoas del cantabrico,Hacendado,192.0,25.0,0.3,10.1,proteina,pescado,regular,"almuerzo,cena","Productos del mar,en:Fishes and their products,Pescados,en:Fatty fishes,Anchoa,Filetes de pescado,Filetes de anchoa",,,
2380849003362,Altas de pollo asadas,Hacendado,240.0,17.0,2.1,18.0,"proteina,grasa",carne_blanca,moderada,"almuerzo,cena",,,,
8480000240255,Porciones de bacalao,Hacendado,47.0,11.88,1.5,0.25,proteina,pescado,regular,"almuerzo,cena",en:frozen-fishes,,,
8480000182548,Sardinas en salsa de tomate,Hacendado,213.0,16.8,0.9,15.8,"proteina,grasa",pescado,regular,"almuerzo,cena","Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Sardines, Canned sardines, en:sardines-in-tomato-sauce",,,
8480000105554,Leche desatada,Hacendado,35.0,3.2,4.9,0.3,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre",,,,
2350944003581,queso semicurado cuñitas,Hacendado,421.0,25.0,1.6,35.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000168535,Bidifus desnatado,hacendado,40.0,4.5,5.3,0.1,"proteina,hidrato",otros,variable,"almuerzo,cena",,,,
8170000137388,Cacahute en polvo desgrasado,Hacendado,416.0,46.7,21.0,13.2,proteina,otros,variable,"almuerzo,cena",,,,
2350966004078,Curado cuñitas,Hacendado,431.0,25.0,1.8,36.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000220998,mini turrones,"Hacendado, Mercadona",510.0,8.1,60.0,25.0,hidrato,otros,variable,"almuerzo,cena",,,,
8402001000522,Esparragos,Hacendado,28.0,2.9,2.0,0.6,proteina,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Verduras de tallo, Espárragos",,,
2353444003310,Salmón Ahumado,Hacendado,171.0,22.0,0.5,9.1,proteina,pescado,regular,"almuerzo,cena",,,,
"2,3304E+23",Burger de pavo y espinacas,Hacendado,130.0,14.0,8.5,4.5,proteina,carne_blanca,moderada,"almuerzo,cena",,,,
8402001001031,Sustitutivo natilla chocolate,Hacendado,346.0,1.3,27.0,14.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre",,,,
2350943004466,Queso semicurado,Hacendado,421.0,25.0,1.6,35.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8402001006340,Frozen Peas,Hacendado,70.0,5.5,6.1,1.0,"proteina,hidrato",otros,variable,"almuerzo,cena",Frozen green peas,,,
740105020878,Pan de Fibra y Sésamo,Hacendado,396.0,12.5,60.4,7.29,hidrato,pan_cereal,variable,"desayuno,media_manana,almuerzo,merienda,cena",,,,
2350917002573,Queso tierno,Hacendado,372.0,21.0,0.5,32.0,grasa,queso_curado,moderada,"media_manana,almuerzo,merienda,cena",,,,
8480000158451,Miel de Montaña,Hacendado,333.0,0.5,83.0,0.0,hidrato,otros,variable,"almuerzo,cena","Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores",,,
8480000152091,Uvas,Hacendado,71.7,0.3,17.59,0.1,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre",,,,
8480000203632,Cremoso piña,Hacendado,38.0,4.6,4.8,0.1,"proteina,hidrato",lacteo,regular,"desayuno,media_manana,merienda,postre","Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Pineapple yogurts",,,
8480000145925,Galletas de mantequilla de cacahuete,Hacendado,435.0,8.1,55.7,20.0,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Galletas y pasteles, Galletas",,,
8480000630353,Gyozas Verduras,hacendado,148.0,4.4,25.0,3.5,hidrato,verdura,frecuente,"almuerzo,cena","Comidas preparadas, Platos de pasta, Pastas rellenas, Ravioli, en:Japanese ravioli",,,
2353444004034,Salmón Ahumado,Hacendado,171.0,22.0,0.5,9.1,proteina,pescado,regular,"almuerzo,cena",salmon ahumado,,,
8480000636324,Pizza carbonara,Hacendado,255.0,10.9,33.0,8.3,hidrato,embutido_ultra,ocasional,"media_manana,almuerzo,merienda,cena","comidas-preparadas, pizzas---empanadas-y-quiches, pizzas, es:comidas-preparadas, en:pizzas---empanadas-y-quiches",,,
8431876014556,Leche semidesnatada,Hacendado,46.0,3.1,4.8,1.6,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Lácteos, Leches, Leche semidesnatada, Leche de vaca",,,
8480000213259,Yogur líquido natural,Hacendado,47.0,3.2,3.7,2.1,"proteina,hidrato",lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas, Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, Bebida lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Bebidas de leche fermentada, Yogures, Yogures para beber",,,
2350439002440,Havarti light,Hacendado,252.0,27.0,2.2,15.0,proteina,queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos daneses, Havarti",,,
8480000212672,Yogur con fruta 0%,Hacendado,43.0,4.5,5.6,1.0,"proteina,hidrato",lacteo,regular,"desayuno,media_manana,merienda,postre",,,,
3979733,Sepia con agua añadida,Hacendado,78.0,18.0,0.8,0.5,proteina,otros,variable,"almuerzo,cena",,,,
8480000361066,Turrón chocolate negro con almendras,Hacendado,571.0,10.0,37.0,41.0,"hidrato,grasa",dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de chocolate, Turrones de chocolate con almendras",,,
8480000228406,Lagartos,Hacendado,454.0,6.0,65.5,18.3,hidrato,otros,variable,"almuerzo,cena",Biscoitos,,,
8480000694331,Mezcla Hortalizas para Sofrito,Hacendado,30.0,1.4,5.2,0.2,hidrato,verdura,frecuente,"almuerzo,cena",Verduras y hortalizas frescas,,,
8480000093813,Avena barritas chocolate,Hacendado,363.0,8.1,51.0,9.5,hidrato,dulce,ocasional,"desayuno,media_manana,almuerzo,merienda,cena,postre","Botanas, Snacks dulces, Barritas",,,
8480000133793,Queso fresco cabra sin lactosa,Hacendado,25.0,22.0,3.0,22.0,"proteina,grasa",queso_curado,moderada,"media_manana,almuerzo,merienda,cena","Lácteos,Comidas fermentadas,Productos fermentados de la leche,Quesos,Queso fresco,queso fresco",,,
2313707007448,Pollo Troceado Asado,Hacendado,189.0,19.0,0.7,12.0,proteina,carne_blanca,moderada,"almuerzo,cena",,,,
8402001000966,Mejillones,Hacendado,105.0,17.0,2.0,3.0,proteina,otros,variable,"almuerzo,cena","es:C, en:canned-mussels",,,
8436547770069,Kefir natural,Hacendado,74.0,3.9,5.1,4.2,"hidrato,grasa",lacteo,regular,"desayuno,media_manana,merienda,postre","Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, Kéfir",,,
2303024002691,Piña natural a rodajas,Hacendado,51.0,0.5,13.5,0.1,hidrato,verdura,frecuente,"almuerzo,cena","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Frutas y verduras y sus productos, Alimentos de origen vegetal en conserva, Frutas y sus productos, Frutas en conserva, Conservas de frutas en zumo, Piña en conserva en zumo",,,
8480000151278,Calabaza,Hacendado,280.0,0.5,69.0,0.3,hidrato,fruta,frecuente,"desayuno,media_manana,merienda,postre","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Alimentos à base de frutas e legumes,Pequenos alomoços,Produtos para barrar,Alimentos à base de vegetais,Produtos para barrar à base de plantas,Doces para barrar,Conservas de fruta,en:Pumpkin and Squash plant products,Doces,en:Pumpkins and their products,Doces de abóbora",,,
8480000209771,Leche fermentada con L casei,Hacendado,79.0,2.5,11.5,2.5,hidrato,lacteo,regular,"desayuno,media_manana,merienda,postre","Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks, Milk drinks fermented with L casei, en:drinkable-yogurts",,,
